39307|||AG Karow e. G.|Jerichow Stadt|428066|1427|039347 243||Friedenstraße 11|||Landwirtschaftsbetrieb|Agrargenossenschaft Karow e.G.|http://www.firmendb.de/firmen/28716.php
19357|||AG eG Karstädt|Karstädt|497209|1657|038797 918860||Putlitzer Str. 14E|||Landwirtschaftsbetrieb|Agrargenossenschaft Karstädt eG|http://www.agrargenossenschaft-karstaedt.de/
15938|||Agrargen.Kasel-Golzig e.G|Kasel-Golzig|108143|360|035453 725||Golßener Str. 35|||Landwirtschaftsbetrieb|Agrargenossenschaft Kasel- Golzig eG|http://www.firmenwissen.de/az/firmeneintrag/15938/3050026417/AGRARGENOSSENSCHAFT_KASEL_GOLZIG_EG.html
15890|||Agrargenossenschaft Kieselwitz eG|Schlaubetal|284363|948|033654 250||LPG-Weg 1|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Kieselwitz eG|http://adresse.dastelefonbuch.de/Schlaubetal/3-Landwirtschaft-Agrargenossenschaft-Kieselwitz-e-G-Schlaubetal-LPG-Weg.html
7919|||Agrargenossenschaft Kirschkau eG|Kirschkau|162907|543|03663 403544||Ortsstraße 7|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Kirschkau eG|http://www.firmenwissen.de/az/firmeneintrag/07919/3110013769/AGRARGENOSSENSCHAFT_KIRSCHKAU_EG.html
19376|||Agrargenossenschaft Klein Pankow e.G.|Siggelkow|373806|1246|038724 20214||Dorfstraße 26A|||Landwirtschaft|Agrargenossenschaft Klein Pankow e.G.|http://www.gemeinde-siggelkow.de/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=9&sobi2Id=2&Itemid=94
99439|||Agrargenossenschaft Kleinobringen e.G.|Ramsla|397685|1326|036452 70775||Bei der Linde 23|||Landmaschinenhändler|Agrargenossenschaft Kleinobringen e.G.|http://www.stadtbranchenbuch-thueringen.de/ramsla/855585.html
9600|||Agrargenossenschaft Kleinschirma e.G.|Oberschöna|124633|415|03731 768814||Wegefarther Str. 35|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Kleinschirma e.G.|http://www.firmendatenbank.de/Agrargenossenschaft_Kleinschirma_eG_322662761_9706324.html
2943|||Agrargenossenschaft Klitten e.G.|Boxberg/O.L.|697803|2326|035895 50229||Halbendorfer Str. 213|||Landwirtschaftsbetrieb|Agrargenossenschaft Klitten eG|http://www.agrargenossenschaft-klitten.de/
39291|||Agrarg. Königsborn e.G.|Möckern Stadt|604036|2013|039224 254||Akazienweg 7|||Landwirtschaft|Agrargenossenschaft Königsborn eG|http://www.moeckern-flaeming.de/verzeichnis/mandat.php?mandat=22292&kategorie=660
7426|||Agrargenossenschaft Königsee eG|Königsee-Rottenbach Stadt|622464|2075|036738 65460||Am Schiefer 1||||Agrargenossenschaft Königsee eG|http://www.agrar-koenigsee.de/
7613|||Agrargenossenschaft Königshofen e.G.|Heideland|362705|1209|036691 46016||Am Sportpl. 6|||Landwirtschaftsbetrieb|Agrargenossenschaft Königshofen eG|http://thueringer-wurst-verkauf.de/
36469|||Agrargenossenschaft Krayenburg Tiefenort e.G.|Tiefenort|257179|857|03695 824012||Mühlgasse 22|||Metzgerei|Agrargenossenschaft Krayenburg e.G.|http://www.firmenwissen.de/az/firmeneintrag/36469/3210022082/AGRARGENOSSENSCHAFT_KRAYENBURG_TIEFENORT_EG.html
17349|||Agrargenossenschaft Kreckow eG|Groß Miltzow|291298|971|039753 23033||Kreckow 28|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Kreckow e.G.|http://adresse.dastelefonbuch.de/Gro%C3%9F%20Miltzow/3-Landhandel-Agrargenossenschaft-Kreckow-e-G-Gro%C3%9F-Miltzow-Kreckow.html
4838|||Agrargenossenschaft Krippehna e.G.|Zschepplin|371672|1239|03423 600913||Gartenstraße 8|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Krippehna e.G.|http://www.landkreis-nordsachsen.de/f-berufe-d-19-10.html
6889|||Agrargenossenschaft Kropstädt e.G.|Wittenberg Lutherstadt|292841|976|03491 409738||Karlsfelder Str. 10|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Kropstädt e.G.|http://www.klicktel.de/branchenbuch/lutherstadt-wittenberg/432180046B5055065/agrargenossenschaft-kropstaedt-e-g.html
4758|||Agrargenossenschaft Laas eG|Liebschützberg|581171|1937|034363 6810||Klingenhainer Str. 1|||Landwirtschaftsbetrieb|Agrargenossenschaft Laas eG|http://www.agrar-laas.de/
7919|||Agrargenossenschaft Langenbach e.G.|Pausa-Mühltroff Stadt|233802|779|036645 22351||Neuer Weg 17|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Langenbach e G.|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrargenossenschaft_Langenbach_eG.html
6667|||AG Langendorf-Borau- Leissling e.G|Weißenfels Stadt|478406|1595|03443 284860||Aupitzer Weg 39|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Langendorf-Borau-Leißling e.G.|http://www.ag-langendorf.de/index.php/unternehmen/presse
9322|||Agrargenossenschaft Langenleuba-Oberhain e.G.|Penig Stadt|251007|837|037381 9300||An der Leuba 45|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Langenleuba-Oberhain e.G.|http://www.stadtbranchenbuch-penig.de/3533771.html
4862|||Agrargesellschaft Langenreichenbach mbH|Mockrehna|382537|1275|034221 50464||Am Heidelbach 25|||Landwirtschaftsbetrieb|Agrargenossenschaft Langenreichenbach e.G.|http://www.langenreichenbach.de/
9600|||Agrargenossenschaft Langhennersdorf e.G.|Oberschöna|512839|1709|037328 203||Am Hofbusch 2|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Langhennersdorf e.G.|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrargenossenschaft_Langhennersdorf_eG.html
1936|||Agrargenossenschaft Laußnitz e.G.|Laußnitz|908184|3027|035795 289880||Gräfenhainer Str. 36|||Unternehmen|Agrargenossenschaft Laußnitz e. G.|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrargenossenschaft_Laussnitz_eG.html
6295|||AgrargenossenschaftLaweketal Hedersleben eG|Eisleben Lutherstadt|588466|1962|034773 2410||Denkmalstr. 18|||Genossenschaft|Agrargenossenschaft Laweketal Hedersleben e.G.|http://www.firmenwissen.de/az/firmeneintrag/06295/3130025041/AGRARGENOSSENSCHAFT_LAWEKETAL_HEDERSLEBEN_E_G.html
15913|||Agrargen. Unterspreewald eG|Märkische Heide|447881|1493|035472 203||Lübbener Str. 7A|||Landwirtschaftsbetrieb|Agrargenossenschaft Leibsch eG|http://www.agrarhandel-duerrenhofe.de/
15913|||Agrargen. Leibsch eG|Märkische Heide|158965|530|035472 203||Lübbener Str. 7A|||Landwirtschaftsbetrieb|Agrargenossenschaft Leibsch eG|http://www.agrarhandel-duerrenhofe.de/
15913|||Agrargen. Kuschkow e.G.|Märkische Heide|144400|481|035472 203||Lübbener Str. 7A|||Landwirtschaftsbetrieb|Agrargenossenschaft Leibsch eG|http://www.agrarhandel-duerrenhofe.de/
39619|||AG Leppin eG|Arendsee (Altmark) Stadt|460528|1535|039384 804||Dorfstraße 68|||Landwirtschaftsbetrieb|Agrargenossenschaft Leppin e.G|http://adresse.dastelefonbuch.de/Arendsee%20(Altmark)/3-Landhandel-Agrargenossenschaft-Leppin-eG-Arendsee-Altmark-Leppiner-Dorfstr.html
1920|||Agrargenossenschaft Liebenau e.G.|Schönteichen|685156|2284|035783 74330||Kamenzer Str. 2B|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Liebenau eG|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrargenossenschaft_Liebenau_eG.html
17348|||AG Lindow e.G.|Groß Miltzow|200645|669|03967 410244||Dorfstraße 1|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Lindow e.G.|http://www.dasoertliche.de/Themen/Agrargenossenschaft-Lindow-e-G-Woldegk-Helpt
6648|||AG Lißdorf e.G.|Eckartsberga Stadt|258987|863|034467 20548||Dorfstraße 60|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Lißdorf e.G.|http://adresse.dastelefonbuch.de/Eckartsberga/2-Landwirtschaft-Agrargenossenschaft-Li%C3%9Fdorf-e-G-Eckartsberga-Dorfstr.html
16845|||AG Lögow eG|Wusterhausen/Dosse|341193|1137|033974 50721||Dorfstraße|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Lögow e.G.|http://www.wusterhausen.de/verzeichnis/mandat.php?mandat=29036&kategorie=660
15746|||Agrargen.Löpten-Briesen eG|Groß Köris|306730|1022|033766 62420||Eichenweg 34|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Löpten-Briesen e.G.|http://www.firmenwissen.de/az/firmeneintrag/15746/2010420222/AGRARGENOSSENSCHAFT_LOEPTEN_BRIESEN_EG.html
16845|||AG Lüchfeld eG|Temnitztal|300579|1002|033928 70281||Siedlungsweg|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Lüchfeld eG|http://www.firmenwissen.de/az/firmeneintrag/16845/3270001266/AGRARGENOSSENSCHAFT_LUECHFELD_EG.html
99976|||Agrargenossenschaft Luhnetal Lengefeld eG|Anrode|432912|1443|036023 50248||Bickenrieder Weg 9|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Luhnetal Lengefeld e.G.|http://www.genossenschaften.de/20-geburtstag-der-agrargenossenschaft-luhnetal-lengefeld-eg
17213|||Agrargenossenschaft  Malchow e.G.|Malchow Stadt|476341|1588|039932 14157||Rostocker Str. 46|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Malchow e.G.|http://www.agrargenossenschaft-malchow.de/
14913|||Agrargenossenschaft Malterhausen eG|Niedergörsdorf|253834|846|033741 72214||Lindower Dorfstr. 51|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Malterhausen eG|http://www.firmenwissen.de/az/firmeneintrag/14913/2010483452/AGRARGENOSSENSCHAFT_MALTERHAUSEN_E_G.html
9573|||Agrargenossenschaft Marbach e.G.|Leubsdorf|200336|668|037291 20897||Lindenpl. 2|||Landwirtschaftsbetrieb|Agrargenossenschaft Marbach e.G.|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrargenossenschaft__Marbach_eG.html
9496|||Agrargenossenschaft Marienberg e.G.|Marienberg Stadt|241220|804|03735 22554||Äußere Annaberger Str. 12|||Landwirtschaftsbetrieb|Agrargenossenschaft Marienberg eG|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrargenossenschaft_Marienberg_eG.html
8352|||Agrargenossenschaft Markersbach e.G.|Raschau-Markersbach|254782|849|03774 81028||Annaberger Str. 107|||Landwirtschaftsbetrieb|Agrargenossenschaft Markersbach e.G.|http://www.firmenwissen.de/az/firmeneintrag/08352/3310015198/AGRARGENOSSENSCHAFT_MARKERSBACH_E_G.html
99819|||Agrargenossenschaft Marksuhl eG|Marksuhl|309988|1033|036925 60463||Bahnhofstraße||||Agrargenossenschaft Marksuhl e.G.|http://www.dasoertliche.de/Themen/Agrargenossenschaft/Marksuhl.html
6917|||AG Düßnitz e. G.|Jessen (Elster) Stadt|191782|639|035388 20218||Dorfstr. 4a|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Marktfrucht & Milch Düßnitz e. G.|http://www.agrar-direktzahlungen.de/EU-Agrarzahlungen+2013+-+AG+D%FC%DFnitz+eG_poi20133107.html
9385|||Agrargenossenschaft MAVEK eG|Lugau/Erzgeb. Stadt|768284|2561|037295 2478||Dorfstraße 1|||Landmaschinenhändler|Agrargenossenschaft Mavek eG|http://mavek.de/
19273|||Agrargesellschaft Melkof mbH|Vellahn|270765|903|038848 20309||Zum Milchviehhof 1|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Melkof e.G.|http://adresse.dastelefonbuch.de/Vellahn/3-Landhandel-Agrargesellschaft-Melkof-mbH-Melkof-Am-Milchviehhof.html
99441|||Agrargenossenschaft Mellingen e G|Mellingen|288848|963|036453 80325||Köttendorfer Str.|||E-Commerce-Dienst|Agrargenossenschaft Mellingen e.G.|http://branchenbuch.meinestadt.de/mellingen/company/9020847
9569|||Agrargenossenschaft  Memmendorf e.G.|Oederan Stadt|446341|1488|037292 5100||Am Memmendorfer Park|||Landwirtschaftsbetrieb|Agrargenossenschaft Memmendorf|http://www.agrar-memmendorf.de/
16945|||AG eG Meyenburg|Meyenburg Stadt|183324|611|033968 80358||16945 Meyenburg|||Landwirtschaftliche Produkte Großhandel|Agrargenossenschaft Meyenburg eG|http://prignitzer-genossenschaften.de/?cid=1363263009&name=Agrargenossenschaft#Kontakt
16845|||Ag Milchquelle Stüdenitz eG|Stüdenitz-Schönermark|373370|1245|033972 40205||Am Berg 1|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Milchquelle Stüdenitz eG|http://www.milchquelle.com/ansprechpartner.html
7646|||Agrargenossenschaft Mörsdorf e.G.|Mörsdorf|197895|660|036428 61161||Dornaischer Weg 1|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Mörsdorf eG|http://www.stadtbranchenbuch-thueringen.de/moersdorf-bei-stadtroda/1484007.html
15299|||Agrargenossenschaft eG Müllrose|Müllrose Stadt|162535|542|033606 233||Beeskower Str. 44|||Landwirtschaftsbetrieb|Agrargenossenschaft Müllrose eG|http://adresse.dastelefonbuch.de/M%C3%BCllrose/3-Landwirtschaft-Agrargenossenschaft-E-g-M%C3%BCllrose-Beeskower-Str.html
99947|||Agrargenossenschaft Mülverstedt e.G.|Schönstedt|721696|2406|036022 9550||Waldstedter Str. 21|||Grosshändler|Agrargenossenschaft Mülverstedt e.G.|http://www.wildland-schoenstedt.com/
15748|||Agrargenoss. Münchehofe eG|Münchehofe|458118|1527|033760 56060||Hauptstraße 13|||Landwirtschaftliche Produkte Großhandel|Agrargenossenschaft Münchehofe e.G.|http://www.muenchehofe.info/subsites/wirtschaft.html
9623|||Agrargenossenschaft Nassau e.G.|Frauenstein Stadt|459463|1532|037327 839719||Dorfstraße 31|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Nassau E.G.|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrargenossenschaft_Nassau_eG.html
4769|||Agrargenossenschaft Naundorf-Niedergoseln eG|Naundorf|674328|2248|03435 920194||Str. der Einheit 55|||Landschaftsgärtner|Agrargenossenschaft Naundorf-Niedergoseln eG|http://www.agrargenossenschaft-naundorf.de/
7616|||Agrargenossenschaft  Nausnitz e.G.|Nausnitz|394964|1317|036692 22297||Poxdorfer Weg 32|||Landwirtschaft|Agrargenossenschaft Nausnitz eG|http://nachbarschaft.immobilienscout24.de/adressen/thueringen,saale-holzland-kreis,nausnitz/dienstleistung/agrargenossenschaft-nausnitz-eg,64307592.html
18528|||Agrargenossenschaft Neklade eG|Bergen auf Rügen Stadt|386689|1289|03838 22285||Neklade 14|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Neklade eG|http://www.dasoertliche.de/Themen/Agrargenossenschaft-Neklade-e-G-Bergen-auf-R%C3%BCgen-Neklade-Neklade
16845|||AG Neuendorf eG|Zernitz-Lohm|117480|392|033973 50384||Neuendorfer Dorfstraße 99|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Neuendorf eG|http://www.firmenwissen.de/az/firmeneintrag/16845/3270012152/AGRARGENOSSENSCHAFT_NEUENDORF_EG.html
4552|||Agrargenossenschaft Neukirchen e. G.|Borna Stadt|403924|1346|03433 204080||Thränaer Str. 36|||Landwirtschaftsbetrieb|Agrargenossenschaft Neukirchen e.G.|http://web2.cylex.de/firma-home/agrargenossenschaft-neukirchen-e-g--1729949.html
9629|||Agrargenossenschaft  Neukirchen/Hirschfeld eG|Reinsberg|271645|905|037324 7466||Steinbacher Str. 5|||Landwirtschaftliche Produkte Großhandel|Agrargenossenschaft Neukirchen-Hirschfeld eG|http://nachbarschaft.immobilienscout24.de/adressen/sachsen,mittelsachsen,reinsberg/dienstleistung/agrargenossenschaft-neukirchen-hirschfeld-e-g,54214101.html
2906|||Agrargenossenschaft Nieder Seifersdorf e.G.|Waldhufen|501140|1670|035827 74010||Hauptstraße 51|||Landwirtschaftsbetrieb|Agrargenossenschaft Nieder Seifersdorf eG|http://www.agrar-niederseifersdorf.de/
1689|||Agrargenossenschaft Niederau e.G.|Niederau|206062|687|035243 36379||Kirchstraße 1a|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Niederau e.G.|https://www.facebook.com/Agrargenossenschaft-Niederau-eG-384639068343191/
7570|||Agrargenossenschaft Niederpöllnitz e.G.|Harth-Pöllnitz|670196|2234|036607 5100||Pappelallee 7|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Niederpöllnitz eG|http://www.agrareg-niederpoellnitz.de/
1819|||Agrargenossenschaft Niederseidewitz e. G.|Bahretal|677193|2257|03501 527725||Niederseidewitz 22|||Grosshändler|Agrargenossenschaft Niederseidewitz e. G.|http://www.agrar-niederseidewitz.de/
99444|||Agrargenossenschaft Niedersynderstedt e.G.|Blankenhain Stadt|735920|2453|036454 5560||Kastanienallee 7|||Landwirtschaftsbetrieb|Agrargenossenschaft Niedersynderstedt e G|http://www.ag-niedersynderstedt.de/
39288|||AG Niegripp e.G.|Burg Stadt|330975|1103|03921 994318||Hauptstraße 1|||Landwirtschaftsbetrieb|Agrargenossenschaft Niegripp eG|http://www.firmenwissen.de/az/firmeneintrag/39288/3170013195/AGRARGENOSSENSCHAFT_NIEGRIPP_E_G.html
4626|||Agrargenossenschaft Nöbdenitz e.G.|Nöbdenitz|607915|2026|034496 22241||Bergstraße 16|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Nöbdenitz e.G.|http://www.agrar-noebdenitz.de/
99830|||Agrargenossenschaft  Normannstein Treffurt e.G.|Treffurt Stadt|269718|899|036926 98305||Mühlhäuser Str. 31|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Normannstein Treffurt e.G.|http://treffurt.stadtbranchenbuch.com/1508232.html
19217|||Agrargenossenschaft Obere Maurine e.G. Carlow|Carlow|224642|749|038873 20237||Holzweg 2|||Landwirtschaftsbetrieb|Agrargenossenschaft Obere Maurine eG|http://adresse.dastelefonbuch.de/Carlow/3-Landhandel-Agrargenossenschaft-Obere-Maurine-e-G-Gesch%C3%A4ftsf%C3%BChrer-Carlow-Holzweg.html
1814|||Agrargenossenschaft Oberes Elbtal Reinhardtsdorf e. G.|Reinhardtsdorf-Schöna|401597|1339|035028 80422||Schrammsteinblick 67A|||Landwirtschaftsbetrieb|Agrargenossenschaft Oberes Elbtal Reinhardtsdorf e. G.|http://www.firmenwissen.de/az/firmeneintrag/01814/3070012894/AGRARGENOSSENSCHAFT_OBERES_ELBTAL_REINHARDTSDORF_E_G.html
8626|||Agrargenossenschaft Oberes Vogtland e.G. Adorf|Adorf/Vogtl. Stadt|354560|1182|037423 2258||Sorger Str. 25|||Autowäsche|Agrargenossenschaft Oberes Vogtland e.G.|http://www.agova.de/
7937|||Agrargenossenschaft Oberland Bernsgrün eG|Zeulenroda-Triebes Stadt|212842|709|037431 3426||Triftweg 1|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Oberland Bernsgrün e.G.|http://zeulenroda.otz.de/web/lokal/wirtschaft/detail/-/specific/Agrargenossenschaft-Oberland-in-Bernsgruen-musste-900-Sauen-ersetzen-1384141614
8396|||Agrargenossenschaft Oberwiera e.G.|Oberwiera|372744|1242|037608 22946||Hauptstraße 10|||Landwirtschaftsbetrieb|Agrargenossenschaft Oberwiera e.G.|http://www.dasoertliche.de/Themen/Agrargenossenschaft/Oberwiera.html
16248|||Agrargen. Odertal eG Lüdersdorf|Parsteinsee|505554|1685|033365 208||Dorfstraße 53|||Minimarkt|Agrargenossenschaft Odertal e.G. Verwaltung-Hauptbüro|http://www.firmenwissen.de/az/firmeneintrag/16248/3250026066/AGRARGENOSSENSCHAFT_ODERTAL_EG_LUEDERSDORF.html
3238|||Agrargenossenschaft Oppelhain e.G.|Rückersdorf|507681|1692|035325 427||Am Kräutergarten 7|||Landmaschinenhändler|Agrargenossenschaft Oppelhain e.G.|http://www.reegional.de/direktvermarkter-hof/agrargenossenschaft-oppelhain-e-g-besucherzentrum-rueckersdorf
1825|||Agrargenossenschaft Osterzgebirge Börnersdorf e. G.|Bad Gottleuba-Berggießhübel Stadt|490206|1634|035025 50257||Börnersdorf 2|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Osterzgebirge Börnersdorf e. G.|http://www.firmenwissen.de/az/firmeneintrag/01825/3070043714/AGRARGENOSSENSCHAFT_OSTERZGEBIRGE_BOERNERSDORF_E_G.html
16247|||Agrargen. Parlow e.G.|Friedrichswalde|101133|337|033361 408||Schmelzer Str. 39|||Landwirtschaftsbetrieb|Agrargenossenschaft Parlow e. G.|http://adresse.dastelefonbuch.de/Friedrichswalde/3-Landwirtschaft-Agrargenossenschaft-e-G-Friedrichswalde-Schmelzer-Str.html
15848|||Agrargenossenschaft Pfaffendorf e.G.|Rietz-Neuendorf|275646|919|033672 219||Pfaffendorfer Chaussee 18|||Landwirtschaftsbetrieb|Agrargenossenschaft Pfaffendorf e.G.|http://www.rietz-neuendorf.de/verzeichnis/mandat.php?mandat=74421&kategorie=660
1665|||Agrargesellschaft Krögis/Heynitz mbH|Käbschütztal|410034|1367|035244 41208||Gewerbestraße 8|||Landwirtschaftsbetrieb|Agrargenossenschaft Pflanzen- und Tierproduktion Krögis/Heynitz e.G.|http://www.firmenwissen.de/az/firmeneintrag/01665/3070008160/AGRARGESELLSCHAFT_KROEGIS_HEYNITZ_MBH.html
19348|||AG eG Pirow|Pirow|425019|1417|038785 60352||Dorfring 1a|||Landwirtschaftliche Produkte Großhandel|Agrargenossenschaft Pirow e. G.|http://prignitzer-genossenschaften.de/?cid=1363263340&name=Agrargenossenschaft+Pirow+eG#Kontakt
16845|||AG Plänitz eG|Neustadt (Dosse) Stadt|256429|855|033970 13429||Hofstraße 5|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Plänitz eG|http://www.firmenwissen.de/az/firmeneintrag/16845/3270009132/AGRARGENOSSENSCHAFT_PLAENITZ_EG.html
19086|||Agrargenossenschaft Plate e.G.|Plate|430941|1436|03861 2002||Banzkower Str. 68|||Landwirtschaftsbetrieb|Agrargenossenschaft Plate e.G.|http://www.agrar-plate.de/
6425|||Agrargen. Plötzkau e.G.|Plötzkau|289121|964|034692 31637||Hauptstraße 22a|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Plötzkau E.g.|http://www.firmenwissen.de/az/firmeneintrag/06425/3290003181/AGRARGENOSSENSCHAFT_PLOETZKAU_E_G.html
1833|||Agrargenossenschaft Polenztal e. G.|Stolpen Stadt|407957|1360|035973 24931||Scheibenmühlenstraße 13B|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Polenztal e.G.|http://www.firmenwissen.de/az/firmeneintrag/01833/3070006791/AGRARGENOSSENSCHAFT_POLENZTAL_E_G.html
4639|||Agrargenossenschaft Ponitz e.G.|Ponitz|249082|830|03764 2295||Bahnhofstraße 1a|||Landwirtschaftsbetrieb|Agrargenossenschaft Ponitz e.G.|http://agponitz.de/
4571|||Agrargenossenschaft Pötzschau e.G.|Rötha Stadt|747255|2491|034347 50272||Kleinpötzschau 19|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Pötzschau eG|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrargenossenschaft_Poetzschau_eG.html
16945|||Agrargenossenschaft Preddöhl eG|Kümmernitztal|176924|590|033986 60218||Dorfstraße 55|||Landwirtschaftliche Produkte Großhandel|Agrargenossenschaft Preddöhl e.G.|http://prignitzer-genossenschaften.de/?cid=1363263534&name=Agrargenossenschaft+Predd%C3%B6hl+eG#Kontakt
98631|||Agrargenossenschaft Queienfeld e.G.|Grabfeld|539279|1798|036944 51811||Wolfmannshäuser Straße 13|||Landmaschinenhändler|Agrargenossenschaft Queienfeld e.G.|http://www.dasoertliche.de/Themen/Agrargenossenschaft/Grabfeld-Queienfeld.html
6268|||AgrarGen.Querfurt eG         .|Querfurt Stadt|649600|2165|034771 5220||Ahornstraße 27|||Landwirtschaftsbetrieb|Agrargenossenschaft Querfurt e.G.|http://www.ag-querfurt.de/
