39387|||GbR Schmidt|Oschersleben (Bode) Stadt|64407|215|02741 68090||Siegtalstraße 33|||Generalunternehmer|Gebr. Schmidt Bauunternehmen AG|http://www.firmenwissen.de/az/firmeneintrag/45128/5110013784/GEBR_SCHMIDT_GMBH_CO_KG.html|None
59329|||Neitemeier GmbH|Wadersloh|42667|142|02520 1071||Soester Str. 23|||Landwirtschaftsbetrieb|Gebr.Neitemeier GmbH|http://www.firmenwissen.de/az/firmeneintrag/59329/4150040310/GEBRUEDER_NEITEMEIER_GMBH_LANDWIRTSCHAFTLICHES_LOHNUNTERNEHMEN.html|neitemeier-gmbh@gmx.de
24241|||Gebr. Hamann GbR|Grevenkrug|42560|142|04551 999541||Gorch-Fock-Straße 9|||Tiefbauunternehmen|Gebrüder Hamann GbR|http://www.firmenwissen.de/az/firmeneintrag/06917/3290161261/KARSTEN_RUEDIGER_HAMANN_GBR.html|hamann-tore@t-online.de
96187|||Will GbR|Stadelhofen|66735|222|0821 407014||Markgrafenstraße 52|||Autowerkstatt|Gebrüder Will GbR|http://www.firmenwissen.de/az/firmeneintrag/13088/2011900666/HENRIK_WILL_UND_NORMAN_WILL_WILL_WILL_GBR.html|None
4758|||Agrar GmbH Borna|Liebschützberg|204934|683|03435 622171||Bornaer Str. 6|||Landwirtschaftsbetrieb|Geflügel GmbH Bornitz|http://www.firmenwissen.de/az/firmeneintrag/04758/3150442627/AGRAR_GMBH_BORNA.html|hengel79@gmail.com
84337|||Aigner Matth. Hühnerhof KG|Schönau|110425|368|08726 203||Götzing 2|||Landwirtschaftsbetrieb|Geflügelhof Aigner KG|https://duckduckgo.com/?q=Aigner+Matth.+H%C3%BChnerhof+KG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
7368|||Geflügelhof Thierbach GmbH|Remptendorf|137795|459|036652 22373||Thierbach|||Metzgerei|Geflügelhof Thierbach GmbH|http://www.firmenwissen.de/az/firmeneintrag/07368/3430004866/GEFLUEGELHOF_THIERBACH_GMBH.html|None
35112|||Geissler GbR|Fronhausen|45790|153|0971 4930||Münnerstädter Str. 31|||Elektriker|Geissler GbR|http://www.firmenwissen.de/az/firmeneintrag/04838/3150278972/NICO_GEISSLER_UND_ULF_GEISSLER_GBR_REISEBUERO.html|busse@geissler-reisen.de
1877|||Geißmannsdorfer Agrar GmbH|Bischofswerda Stadt|335593|1119|03594 706695||Geißmannsdorfer Str. 32A|||Landwirtschaftsbetrieb|Geißmannsdorfer Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/01877/3070032680/GEISSMANNSDORFER_AGRAR_GMBH.html|geissmannsdorfer.agrar@arcor.de
7751|||Gembdental Agrar GmbH|Golmsdorf|82338|274|036427 87208750||Kirchweg 8|||Landwirtschaft|Gembdental Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/07751/3410037603/GEMBDENTAL_AGRAR_GMBH.html|None
