2627|||Agrar GmbH Am Stromberg Gröditz|Weißenberg Stadt|524381|1748|035876 40404||Lausker Str. 4|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH "Am Stromberg" Gröditz Abt. Pflanzenproduktion|http://www.firmenwissen.de/az/firmeneintrag/02627/3390004128/AGRAR_GMBH_AM_STROMBERG_GROEDITZ.html|schneider@agrar-gmbh-groeditz.de
9557|||Agrar GmbH Flöhatal|Flöha Stadt|179874|600|03726 6106||Steiler Weg 3F|||Landwirtschaftsbetrieb|Agrar GmbH "Flöhatal"|http://www.firmenwissen.de/az/firmeneintrag/09557/3030079704/AGRAR_GMBH_FLOEHATAL.html|produktion@floehatal-gmbh.de
7330|||Agrar GmbH Steinerne Heide|Probstzella|387733|1292|036735 737629||Großgeschwenda||||Agrar GmbH "Steinerne Heide|http://www.firmenwissen.de/az/firmeneintrag/07330/3430007544/AGRAR_GMBH_STEINERNE_HEIDE_GROSSGESCHWENDA.html|info@agrar-gmbh.de
6537|||Landwirtsch.GmbH Kelbra|Kelbra (Kyffhäuser) Stadt|555776|1853|034651 45030||Tilledaer Str. 19|||Landwirtschaftsbetrieb|Agrar GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/14943/2011628459/OR_PA_GMBH_PRODUKTION_UND_VERMARKTUNG_LANDWIRTSCHAFTLICHER_PRODUKTE_AUS_FRANKENFELDE.html|None
6537|||Agrar GmbH & Co.KG Kelbra|Kelbra (Kyffhäuser) Stadt|84073|280|034651 45030||Tilledaer Str. 19|||Landwirtschaftsbetrieb|Agrar GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/06537/3130007569/AGRAR_GMBH_CO_KG_KELBRA.html|info@agrar-kelbra.de
17139|||Agrar GmbH & CoKG Basedow|Basedow|289295|964|039957 20810||Wargentiner Str. 15||||Agrar GmbH & Co. KG Basedow|http://www.firmenwissen.de/az/firmeneintrag/17139/3490031028/AGRAR_GMBH_CO_KG_BASEDOW.html|agrar-basedow@t-online.de
6722|||Agrar GmbH & Co. KG Stolzenhain|Droyßig|251954|840|034425 21275||Stolzenhain 1|||Landwirtschaftsbetrieb|Agrar GmbH & Co. KG Stolzenhain|http://www.firmenwissen.de/az/firmeneintrag/06722/3130359973/AGRAR_GMBH_CO_KG_STOLZENHAIN.html|agrar-gmbh-kg@t-online.de
37355|||Agrar GmbH Am Dün Deuna|Deuna|265912|886|036076 50334||Hauptstraße 1A|||Landwirtschaftsbetrieb|Agrar GmbH Am Dün Deuna|http://www.firmenwissen.de/az/firmeneintrag/37355/3230023346/AGRAR_GMBH_AM_DUEN.html|agrar.deuna@freenet.de
37355|||GmbH Rinderproduktion Deuna|Deuna|89196|297|036076 50334||Hauptstraße 1A|||Landwirtschaftsbetrieb|Agrar GmbH Am Dün Deuna|http://www.firmenwissen.de/az/firmeneintrag/37355/3230080669/GMBH_RINDERPRODUKTION_DEUNA.html|None
9573|||Agrar GmbH Am Kunnerstein|Augustusburg Stadt|327503|1092|037291 20528||Talstraße 28|||Landwirtschaftsbetrieb|Agrar GmbH Am Kunnerstein|http://www.firmenwissen.de/az/firmeneintrag/09573/3030075466/AGRAR_GMBH_AM_KUNNERSTEIN.html|agrar@t-online.de
4539|||Agrar GmbH Auligk und Co. KG|Groitzsch Stadt|800845|2669|034296 9630||Gatzen 50|||Landmaschinenhändler|Agrar GmbH Auligk & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/04539/3150014414/AGRAR_GMBH_AULIGK_CO_KG.html|agrar_auligk@t-online.de
16792|||Agrar-GmbH Bergsdorf|Zehdenick Stadt|212624|709|033088 50247||Liebenberger Weg 12C|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH Bergsdorf|http://www.firmenwissen.de/az/firmeneintrag/16792/2010400578/AGRAR_GMBH_BERGSDORF.html|info@agrar-bergsdorf.de
16909|||Agrar GmbH Biesen|Wittstock/Dosse Stadt|92892|310|03394 433435||Eichenfelder Straße 1|||Landesprodukte Großhandel|Agrar GmbH Biesen|http://www.firmenwissen.de/az/firmeneintrag/16909/3270026903/AGRAR_GMBH_BIESEN.html|None
19357|||Agrar GmbH Boberow|Karstädt|216138|720|038781 40226||Zur Kreuzung 1||||Agrar GmbH Boberow|http://www.firmenwissen.de/az/firmeneintrag/19357/3330019638/AGRAR_GMBH_BOBEROW.html|None
19260|||Agrar GmbH Brahlstorf|Brahlstorf|183677|612|038848 20627||Dorfstraße 34A|||Landwirtschaft|Agrar GmbH Brahlstorf|http://www.firmenwissen.de/az/firmeneintrag/19258/3330151653/AGRAR_GMBH_BENGERSTORF.html|None
16278|||Agrar GmbH Crussow|Angermünde Stadt|655637|2185|033338 232||Angermünder Str. 12|||Landwirtschaftsbetrieb|Agrar GmbH Crussow|http://www.firmenwissen.de/az/firmeneintrag/16278/3250035585/AGRAR_GMBH_CRUSSOW.html|agrar-gmbh.crussow@t-online.de
17099|||Agrar GmbH Datze Bresewitz & Co.KG|Friedland Stadt|304765|1016|039601 20239||Pleetzer Weg 6|||Landwirtschaftliche Produkte Vertrieb|Agrar GmbH Datze Bresewitz & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/17099/3490013374/AGRAR_GMBH_DATZE_BRESEWITZ_CO_KG.html|None
3238|||Agrar-GmbH Dollenchen|Sallgast|42072|140|035329 201||Dorfstr. 19||||Agrar GmbH Dollenchen|http://www.firmenwissen.de/az/firmeneintrag/03238/3050219013/AGRAR_GMBH_DOLLENCHEN.html|None
1723|||Agrar GmbH Dresdner Vorland Grumbach|Wilsdruff Stadt|951284|3171|035204 9450||Wilsdruffer Str. 10||||AGRAR GmbH Dresdner Vorland Grumbach|http://www.firmenwissen.de/az/firmeneintrag/01723/3070014646/AGRAR_GMBH_DRESDNER_VORLAND_GRUMBACH.html|None
39249|||Agrar GmbH Elbe-Saale & Co.KG|Barby Stadt|997498|3325|039298 29264||Calbenser Str. 3|||Biotechnologieunternehmen|Agrar GmbH Elbe Saale|http://www.firmenwissen.de/az/firmeneintrag/39249/3170027947/AGRAR_GMBH_ELBE_SAALE_CO_KG.html|info@agrar-barby.de
1920|||Elsteraue Agrar GmbH|Oßling|490845|1636|035792 50221||Grenzstraße 12|||Grosshändler|Agrar GmbH Elsteraue|http://www.firmenwissen.de/az/firmeneintrag/01920/3070050189/ELSTERAUE_AGRAR_GMBH.html|None
39307|||AGRAR GmbH Genthin|Genthin Stadt|253105|844|03933 803585||Käthe-Kollwitz-Platz 16||||Agrar GmbH Genthin|http://www.firmenwissen.de/az/firmeneintrag/39307/3170202316/AGRAR_GMBH_GENTHIN.html|None
6780|||Agrar GmbH Göttnitz|Zörbig Stadt|327366|1091|034956 20244||Stumsdorfer Chaussee 4|||Landesprodukte Großhandel|Agrar GmbH Göttnitz|http://www.firmenwissen.de/az/firmeneintrag/07554/3110014352/AGRAR_GMBH_TREBNITZ.html|lpg.ned@t-online.de
16775|||Agrar GmbH Grieben|Löwenberger Land|152159|507|033086 70227||Dorfstr. 35|||Landwirtschaftsbetrieb|Agrar GmbH Grieben|http://www.firmenwissen.de/az/firmeneintrag/16775/2010452578/AGRAR_GMBH_GRIEBEN.html|None
16775|||Agrar-GmbH Großmutz|Löwenberger Land|193676|646|033084 60426||Großmutzer Dorfstraße 30|||Landwirtschaftsbetrieb|Agrar GmbH Großmutz|http://www.firmenwissen.de/az/firmeneintrag/16775/2010400673/AGRAR_GMBH_GROSSMUTZ.html|None
17379|||Agrar GmbH Gut Ferdinandshof|Ferdinandshof|526329|1754|039778 2420||Friedrichshagener Landstraße 1|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH Gut Ferdinandshof|http://www.firmenwissen.de/az/firmeneintrag/17379/3490003009/AGRAR_GMBH_GUT_FERDINANDSHOF.html|info@gut-ferdinandshof.de
16775|||Agrar-GmbH Gutengermendorf|Löwenberger Land|235672|786|033084 60216||Gutengermendorf||||Agrar GmbH Gutengermendorf|http://www.firmenwissen.de/az/firmeneintrag/16775/2010431176/AGRAR_GMBH_GUTENGERMENDORF.html|agrar-gtg@web.de
99817|||Agrar GmbH Hötzelsroda|Eisenach Stadt|230473|768|03691 890273||Mittelshof 7|||Landwirtschaft|Agrar GmbH Hötzelsroda|http://www.firmenwissen.de/az/firmeneintrag/99820/3230018292/AGRAR_GMBH_HOETZELSRODA.html|None
