6647|||Tierprod. GbR Klug/Braune|Finneland|273050|910|034465 88292||Rudolf-Breitscheid-Straße 32A|||Schafzüchtereien|Klug & Braune Tierproduktion GbR|http://www.firmenwissen.de/az/firmeneintrag/06647/3130225952/KLUG_BRAUNE_TIERPRODUKTION_GBR.html|None
1561|||Kmehlener Agrarprodukte GmbH|Priestewitz|248092|827|035249 71333||Gävernitzer Landstraße 1|||Tierzucht und Tierhaltung|Kmehlener Agrarprodukte GmbH|http://www.firmenwissen.de/az/firmeneintrag/01561/3070029772/KMEHLENER_AGRARPRODUKTE_GMBH.html|kmehlener_agrarprodukte@yahoo.de
1561|||Kmehlener Fleischrinderzucht GmbH|Priestewitz|235381|785|035249 71333||Gävernitzer Landstraße 1|||Tierzucht und Tierhaltung|Kmehlener Agrarprodukte GmbH|http://www.firmenwissen.de/az/firmeneintrag/01561/3070360076/KMEHLENER_FLEISCHRINDERZUCHT_GMBH.html|None
15938|||Knösels Gemüse-Erzeugung GmbH & Co. KG|Golßen Stadt|70821|236|035453 679333||Golßener Str. 35|||Landwirtschaftsbetrieb|Knösels Gemüse-Erzeugung GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/15938/3050202784/KNOESELS_GEMUESE_ERZEUGUNG_GMBH_CO_KG.html|None
8428|||Koberland e. G. Niederalbertsdorf|Langenbernsdorf|647112|2157|036608 209980||Dorfstraße 120|||Fleischgroßhändler|Koberland eG Niederalbertsdorf|http://www.firmenwissen.de/az/firmeneintrag/08428/3310003207/KOBERLAND_EG_NIEDERALBERTSDORF.html|None
39164|||Köcher und Meuser KG|Wanzleben-Börde Stadt|115003|383|039209 8221||Remkerslebener Str. 17|||Lager|Köcher & Meuser GmbH|http://www.firmenwissen.de/az/firmeneintrag/39164/3170075894/KOECHER_MEUSER_KG.html|buero@koecher-Meuser.de
4668|||KÖG Kleinbardau Landwirtschafts GmbH|Grimma Stadt|796519|2655|03437 761112||Hauptstraße 12|||Landwirtschaft|KÖG Kleinbardau Landwirtschafts GmbH|http://www.firmenwissen.de/az/firmeneintrag/04668/3150102971/KOEG_KLEINBARDAU_LANDWIRTSCHAFTS_GMBH.html|info@koeg-kleinbardau.de
23883|||Köhler-Jahnke KG|Seedorf|107420|358|04545 644||Hollenbeker Weg 10|||Landwirtschaft|Köhler-Jahnke KG|http://www.firmenwissen.de/az/firmeneintrag/23883/2270304620/KOEHLER_JAHNKE_KG.html|None
18182|||Kolodzeike  und Riemer GbR|Bentwisch|214146|714|0381 681406||Am Umspannwerk 4|||Landwirtschaft|Kolodzeike u. Riemer GbR|http://www.firmenwissen.de/az/firmeneintrag/18182/3190136746/BERND_KOLODZEIKE_UND_JOACHIM_RIEMER_LANDWIRTSCHAFT.html|gbrharmstorf@t-online.de
39576|||Kölsch/Schulz GbR|Stendal Hansestadt|113542|378|039325 21398||Staatser Dorfstr. 33||||Kölsch & Schulz GbR|http://www.firmenwissen.de/az/firmeneintrag/39576/3350033607/KOELSCH_SCHULZ_GBR.html|None
15306|||Land- und Forstwirtschaft Komturei Lietzen GmbH & Co. KG|Lietzen|298572|995|033470 4960||Lietzen Nord 38|||Landwirtschaftsbetrieb|Komturei Lietzen|http://www.firmenwissen.de/az/firmeneintrag/15306/3250204252/LAND_UND_FORSTWIRTSCHAFT_KOMTUREI_LIETZEN_GMBH_CO_KG.html|info@komturei-lietzen.de
16269|||König/v.Ditfurth Betriebsgem. Bliesdorf KG|Bliesdorf|131308|438|033456 70325||Emilienhof 3||||König/v. Ditfurth Betriebsgemeinschaft Bliesdorf KG|https://duckduckgo.com/?q=K%C3%B6nig%2Fv.Ditfurth+Betriebsgem.+Bliesdorf+KG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
63679|||Konrad GbR|Schotten Stadt|47623|159|0212 530851||Wernerstraße 25|||Elektrotechniker|Konrad GbR Elektrotechnik|http://www.firmenwissen.de/az/firmeneintrag/78737/7230127492/WOLFGANG_MAIK_KONRAD_GBR_BAUMONTAGE.html|konrad@konrad-dienstleistung.de
19243|||Körchower Ackerbau GmbH|Körchow|375465|1252|038852 22847||An der Chaussee 10|||Landwirtschaft|Körchower Ackerbau GmbH|http://www.firmenwissen.de/az/firmeneintrag/19243/3330019790/KOERCHOWER_ACKERBAU_GMBH.html|None
58453|||Kornkammer Haus Holte GbRmbH|Witten Stadt|61609|205|0231 694818||Harpener Hellweg 377|||Landwirtschaftsbetrieb|Kornkammer Haus Holte|http://www.firmenwissen.de/az/firmeneintrag/58453/4350099711/KORNKAMMER_HAUS_HOLTE_HANDELSGESELLSCHAFT_OHG.html|team-kornkammer@gmx.de
18195|||Kowalzer Landhof GmbH & Co KG|Thelkow|267586|892|038205 13364||Hauptstraße 24|||Kartoffel Großhandel|Kowalzer Landhof GmbH & Co.KG|http://www.firmenwissen.de/az/firmeneintrag/18195/3190000238/KOWALZER_LANDHOF_GMBH_CO_KG.html|None
14641|||Krabbenborg Gut Berge|Nauen Stadt|248716|829|03321 453190||Am Gutshof 9|||Beteiligungsgesellschaften|Krabbenborg Gut Berge GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/14641/3270093306/KRABBENBORG_GUT_BERGE_GMBH_CO_KG.html|None
24626|||Kracht GbR|Rickling|205794|686|0571 9727071||Minderheideweg 35|||Installateur|Kracht & Kracht GbR|http://www.firmenwissen.de/az/firmeneintrag/32689/4170257147/VOLKMAR_W_BRETTMEIER_UND_JENS_KRACHT_GBR_STEUERBERATUNGSKANZLEI.html|anfrage@lip-steuerberater.de
17329|||Krackower Agrar  AG|Krackow|310080|1034|039746 20227||Schulstraße 5|||Landwirtschaft|Krackower Agrar AG|http://www.firmenwissen.de/az/kr_24.html|None
17329|||Storkower Agrar AG|Krackow|58842|196|039746 20227||Schulstraße 5|||Landwirtschaft|Krackower Agrar AG|http://www.firmenwissen.de/az/firmeneintrag/17034/3490108520/RST_AGRAR_AG.html|None
7957|||Dübler GbR|Langenwetzendorf|72416|241|02150 706585||Hauptstraße 43|||Einzelhandel - Modeschmuck|Krämer 5 Schenken + Wohnen, Andrea + Dieter Dübler GbR|http://www.firmenwissen.de/az/firmeneintrag/41460/5270149781/ANDREA_UND_DIETER_DUEBLER_GESCHENKARTIKEL_UND_WOHNACCESSOIRES.html|None
15537|||Kranichsberger Agrar- gesellschaft mbH|Grünheide (Mark)|47219|157|033434 80770||Am Winkel 17|||Landwirtschaftliche Produkte Einzelhandel|Kranichsberger Agrar GbRmbH|http://www.firmenwissen.de/az/firmeneintrag/15537/3250107370/KRANICHSBERGER_AGRARGESELLSCHAFT_MBH.html|Kranichsberger.Agrar@web.de
37124|||Möwe GbR|Rosdorf|118195|394|0381 1284482||Industriestraße 14|||Ambulanter Pflegedienst|Krankenpflegedienst Möwe|http://www.firmenwissen.de/az/firmeneintrag/17279/3490084145/MICHAEL_KREYSS_UND_HEINZ_PETER_KNAACK_GBR.html|info@ms-moewe.de
16818|||Kränzliner Agrar GmbH|Märkisch Linden|405465|1352|03391 504243||Darritzer Straße 34|||Landwirtschaftsbetrieb|Kränzliner Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/16818/3270005789/KRAENZLINER_AGRAR_GMBH.html|schmidt@kraenzliner-agrar.de
95643|||Kraus GdbR.|Tirschenreuth St|47892|160|036964 7646||Geisaer Str. 20|||Architekt|Kraus GbR|http://www.firmenwissen.de/az/firmeneintrag/94491/8230180814/FRANZ_KRAUS_MANFRED_KRAUS_GDBR_DISCO_EINRICHTUNGEN.html|None
17348|||Kreckower Agrar GmbH|Groß Miltzow|72763|243|03963 211998||Pfarrhof||||Kreckower Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/17348/3490083710/KRECKOWER_AGRAR_GMBH.html|info@postkutsche24.de
4617|||Kriebitzscher Agrargenossenschaft e.G.|Kriebitzsch|546032|1820|03448 3621||Altenburger Str. 29|||Landwirtschaftliche Produkte Einzelhandel|Kriebitzscher Agrargenossenschaft eG|https://duckduckgo.com/?q=Kriebitzscher+Agrargenossenschaft+e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
24888|||Krog Loithof GbR|Loit|67931|226|04641 2605||Loithof 3||||Krog Loithof GbR Peter-Heinrich Krog|http://www.firmenwissen.de/az/firmeneintrag/24888/2090257415/PETER_H_KROG_UND_JOHANN_CHRISTIANSEN.html|None
17429|||GbR Kempen & Kromwijk|Benz|64102|214|038379 20213||Thurbruchstraße 4||||Kromwyk & Kempen GbR|http://www.firmenwissen.de/az/1/7/4/2/9_3.html|None
34628|||Krug GbR|Willingshausen|93720|312|03691 214550||Domstraße 1|||Immobilienagentur|Krug & Krug GbR,|http://www.firmenwissen.de/az/firmeneintrag/15370/3250037838/BRILLEN_KRUG_GBR_ANDREAS_THOMAS_MATTHIAS_KRUG.html|brillen-krug@t-online.de
36460|||Krug und Partner AGRAR  GmbH|Krayenberggemeinde|223457|745|036963 6960||Frankfurter Str. 42|||Landwirtschaftsbetrieb|Krug Und Partner Agrar-GmbH|http://www.firmenwissen.de/az/firmeneintrag/36460/3210019542/KRUG_UND_PARTNER_AGRAR_GMBH.html|info@krug-partner.de
16515|||KTG Energie AG|Hamburg Freie und Hansestadt|95083|317|040 76755372||Ferdinandstraße 12||||KTG Energie AG|http://www.firmenwissen.de/az/firmeneintrag/20095/2151306550/KTG_ENERGIE_AG.html|info@ktg-energie.de
19386|||GbR Penzlin|Gallin-Kuppentin|84662|282|03962 210684||Große Str. 4|||Dentallabor|Kühne & Wieschalla Zahntechnik GbR|https://duckduckgo.com/?q=GbR+Penzlin+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
38820|||Athenstedt/ Bornum GbR|Halberstadt Stadt|223468|745|039427 8002||Hauptstraße 69||||Kulawik/Bernt GbR u. Fuhrmeister GbR|http://www.firmenwissen.de/az/firmeneintrag/38820/3370005222/ANDREAS_KULAWIK_WALTER_BORRIS_CHRISTIAN_SPROEGEL_GBR.html|walter.borris@web.de
3222|||Kullick/Teichert GbR|Lübbenau/Spreewald Stadt|122513|408|0172 3744042||Groß Lübbenauer Poststraße 4|||Landwirtschaftsbetrieb|Kullick & Teichert|http://www.firmenwissen.de/az/firmeneintrag/03222/3050058186/JENS_KULLICK_UND_JENS_TEICHERT_GBR_LANDWIRTSCHAFT.html|info@kullick-teichert.de
15926|||Kümmritzer Agrar GbR|Luckau Stadt|74987|250|035453 67731||Kümmritz 10||||Kümmritzer Agrar GbR|http://www.firmenwissen.de/az/firmeneintrag/15926/3050045779/SIEGBERT_HORST_WILFRIED_OFF_UND_HEIKO_TERNO_KUEMMRITZER_AGRAR_GBR.html|None
37154|||Klostergut KWS Wiebrechtshausen GmbH|Northeim Stadt|135562|452|05551 995549||37154 Northeim|||Kloster|KWS Klostergut Wiebrechtshausen GmbH|http://www.firmenwissen.de/az/firmeneintrag/37154/2130089122/KWS_KLOSTERGUT_WIEBRECHTSHAUSEN_GMBH.html|a.altenweger@kws.com
99706|||Kyffhäuser Qualitätsbullen GmbH|Kyffhäuserland|233811|779|036785 52770||Gehrener Str. 44|||Qualitätsmanagementunternehmen|Kyffhäuser Qualitätsbullen GmbH|http://www.firmenwissen.de/az/firmeneintrag/98704/3230134069/KYFFHAEUSER_QUALITAETSBULLEN_GMBH.html|None
16845|||LAD Dessow GmbH|Wusterhausen/Dosse|59367|198|033974 70644||Trieplatzer Str. 1|||Landwirtschaft|LAD Landwirtschaftliche Anbaugesellschaft mbH Dessow|http://www.firmenwissen.de/az/firmeneintrag/16845/3270005065/LAD_LANDWIRTSCHAFTLICHE_ANBAUGESELLSCHAFT_MBH.html|None
15907|||LADI GmbH|Lübben (Spreewald) Stadt|43011|143|07250 338||Gottlieb-Daimler-Straße 2|||Gartengeräte und Landgeräte Großhandel|Ladi GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/51789/5150109846/LADI_GMBH.html|None
59846|||Laevener Milch und Getreide GmbH|Feldberger Seenlandschaft|148362|495|039831 20416||Am Gutshaus 16|||Hersteller|Laevener Milch u.Getreide GmbH|http://www.firmenwissen.de/az/firmeneintrag/17258/3490021161/LAEVENER_MILCH_UND_GETREIDEGESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG.html|None
18320|||Lagerhaus- u. Handelsges. Schlemmin mbH|Schlemmin|83853|280|038225 735||Hauptstraße 10|||Lagerhäuser Dienstleistung|Lagerhaus- und Handelsgesellschaft Schlemmin mbH|https://duckduckgo.com/?q=Lagerhaus-+u.+Handelsges.+Schlemmin+mbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
29413|||Lahmann GbR|Diesdorf Flecken|125359|418|03902 521||Schadewohl 18|||Rinderzüchtereien|Lahmann GbR|http://www.firmenwissen.de/az/firmeneintrag/39619/3350080611/ULF_LAHMANN_UND_UDO_LAHMANN_GBR_ERD_UND_STRASSENBAU.html|strassenbau-lahmann-schrampe@t-online.de
16928|||LAMAK Agrarproduktions GmbH|Groß Pankow (Prignitz)|339742|1132|033983 70201||Pankeweg 8|||Landwirtschaftsbetrieb|Lamak Agrarproduktion GmbH|http://www.firmenwissen.de/az/firmeneintrag/16928/3270034479/LAMAK_AGRARPRODUKTIONS_UND_VERWALTUNGS_AKTIENGESELLSCHAFT.html|None
82057|||Land-u.Forstw.Betr.mbH Schloß Storkau|Tangermünde Stadt|311199|1037|039321 91542||Storkauer Dorfstraße 2|||Forstwirtschaft|Land- und forstwirtschaftliche Betriebsgesellschaft Schloß Storkau mbH|https://duckduckgo.com/?q=Land-u.Forstw.Betr.mbH+Schlo%C3%9F+Storkau+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
19071|||Landbau Cramonshagen GmbH|Alt Meteln|87568|292|038871 57207||Nienmarker Str. 3|||Landwirtschaft|Landbau Cramonshagen GmbH|http://www.firmenwissen.de/az/firmeneintrag/19071/3330144220/LANDBAU_CRAMONSHAGEN_GMBH.html|None
23617|||Landbau KG Krumbecker Hof|Stockelsdorf|53420|178|04506 1520||Krumbecker Hof 8|||Maschinenbauunternehmen|Landbau KG Krumbecker Hof|http://www.firmenwissen.de/az/firmeneintrag/23617/2270299246/LANDBAU_KG_KRUMBECKER_HOF.html|None
9618|||Landbau Langenau GmbH|Brand-Erbisdorf Stadt|87069|290|037322 3707||Schafweg 11|||Landwirtschaftsbetrieb|Landbau Langenau GmbH -Landwirtschaftsbetrieb-|http://www.firmenwissen.de/az/firmeneintrag/09618/3030129411/LANDBAU_LANGENAU_GMBH_LANDWIRTSCHAFTSBETRIEB.html|None
