29378|||BanseMeyer GbR|Wittingen Stadt|58387|195|05836 272||Niedersachsenring 1|||Landwirtschaftsbetrieb|Banse Heinrich u. Banse-Meyer GbR|http://www.firmenwissen.de/az/firmeneintrag/24601/2270051892/HANS_JOACHIM_VOSS_ANGELIKA_VOSS_DAGMAR_BANSEMER.html|None
19260|||Banziner Landwirtschafts e.G.|Vellahn|208152|694|038848 20032||Schloßstraße|||Technische Kundendienste und Reparaturwerkstätten|Banziner Landwirtschafts e.G.|http://www.firmenwissen.de/az/firmeneintrag/19260/3330014866/BANZINER_LANDWIRTSCHAFTS_EG.html|None
39249|||Barby Betriebs GbR|Barby Stadt|149731|499|039298 7233||Colphuser Damm 1|||Serviceunternehmen|Barby Betriebs GbR|http://www.firmenwissen.de/az/firmeneintrag/39249/3170130491/SERAFIN_VON_LO_RAPHA_L_FREIHERR_VON_LO_BARBY_BETRIEBS_GBR.html|info@barbybetriebsgbr.de
14929|||Bardenitzer Agrarges. mbH|Treuenbrietzen Stadt|407329|1358|033748 15216||Kemnitzer Landstr. 1 OT|||Landwirtschaftsbetrieb|Bardenitzer Agrargesellschaft mbH|http://www.firmenwissen.de/az/firmeneintrag/14476/2010945008/AGRARGES_UETZ_BORNIM_MBH.html|None
1778|||Bärensteiner Agrarprodukte Kadner & Partner KG|Altenberg Stadt|320517|1068|035054 25246||Dorfstraße 31|||Landwirtschaftsbetrieb|Bärensteiner Agrarprodukte Kadner & Partner KG|http://www.firmenwissen.de/az/0/1/7/7/3_1.html|None
94315|||Barmherzige Brüder Straubing KOR|Straubing|42112|140|09421 9780||Äußere Passauer Str. 60|||Betreute Wohnanlage|Barmherzige Brüder Straubing|http://www.firmenwissen.de/az/firmeneintrag/93049/8230483638/BARMHERZIGE_BRUEDER_GEMEINNUETZIGE_BEHINDERTENHILFE_GMBH.html|gesamtleitung@barmherzige-regensburg.de
16356|||Barnimer  Agrargesellschaft|Werneuchen Stadt|100373|335|033398 90224||Hauptstraße 42|||Landesprodukte Großhandel|Barnimer Agrargesellschaft Schönfeld GmbH|http://www.firmenwissen.de/az/firmeneintrag/16356/2010811752/BARNIMER_AGRARGESELLSCHAFT_SCHOENFELD_GMBH.html|None
97702|||Behr GbR|Münnerstadt St|221053|737|0511 5193370||Eisenstraße 3|||Immobilienagentur|Baron von Behr-Baerwald Immobilien-GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/10779/2011504967/SUAD_ARIFAGIC_UND_DANIEL_VON_BEHR_GBR_ARTSERVICES_BERLIN.html|info@artservices.de
6268|||Bartels GbR|Querfurt Stadt|211175|704|05305 930875||Am Bockshorn 20|||Möbeltischler|Bartels die tischlerei M. Bartels + M. Di Lorenzo Tischlermeister|http://www.firmenwissen.de/az/firmeneintrag/31224/2030116501/I_J_UND_T_BARTELS_VERMOEGENSVERWALTUNG_BARTELS_GBR.html|ibartels.berlin@t-online.de
23896|||Bartels GbR.|Panten|47264|158|05305 930875||Am Bockshorn 20|||Möbeltischler|Bartels die tischlerei M. Bartels + M. Di Lorenzo Tischlermeister|http://www.firmenwissen.de/az/firmeneintrag/31224/2030116501/I_J_UND_T_BARTELS_VERMOEGENSVERWALTUNG_BARTELS_GBR.html|ibartels.berlin@t-online.de
31622|||Bartels-Hoff KG|Heemsen|104397|348|05024 1270||Anderten 6|||Landwirtschaftsbetrieb|Bartels-Hoff KG|http://www.firmenwissen.de/az/firmeneintrag/31622/2190516070/BARTELS_HOFF_KG.html|None
15837|||Baruther Urstromtal Rinderhaltung GmbH|Baruth/Mark Stadt|548161|1827|033704 65177||Luckenwalder Str. 27|||Tierzucht und Tierhaltung|Baruther Urstromtal Rinderhaltung GmbH|http://www.firmenwissen.de/az/firmeneintrag/15837/2010528218/BARUTHER_URSTROMTAL_RINDERHALTUNG_GMBH.html|info@bu-rinderhaltung.de
68647|||Wenz GbR|Biblis|51965|173|069 581080||Heddernheimer Landstraße 4|||Schlüsseldienst|Battenberg & Wenz GbR|http://www.firmenwissen.de/az/firmeneintrag/09113/3030173450/KLAUS_WENZ_BRIT_WENZ_IMMOBILIEN_GBR.html|None
41372|||Bauer Küppers Landwirtschaft KG|Niederkrüchten|62046|207|02434 992789||Hauptstraße 153|||Bauernmarkt|Bauer Küppers Landwirtschaft KG|http://www.firmenwissen.de/az/firmeneintrag/41372/5230344988/BAUER_KUEPPERS_LANDWIRTSCHAFT_KG.html|bauerkueppers@gmx.de
63584|||Bauer Würfl GbR|Gründau|55142|184|06051 92710||Büdinger Str. 1|||Landwirtschaftsbetrieb|Bauer Würfl GbR|http://www.firmenwissen.de/az/firmeneintrag/85416/8350080660/RAIMUND_NEBAUER_ERICH_OBERMEIR_METALLBAU_GBR.html|None
37308|||Bäuerliche Aktiengesellschaft Am Hülfensberg|Schimberg|502800|1676|036082 4350||Kreisstraße 55|||Consultingunternehmen|Bäuerliche AG Am Hülfensberg|http://www.firmenwissen.de/az/firmeneintrag/37308/3230028992/BAEUERLICHE_AKTIENGESELLSCHAFT_AM_HUELFENSBERG.html|None
2959|||Bäuerliche Genossenschaft Groß Düben e.G.|Groß Düben|157744|526|035773 70627||Klein Dübener Weg|||Landwirtschaft|Bäuerliche Genossenschaft Groß Düben e.G.|http://www.firmenwissen.de/az/firmeneintrag/02959/3050043824/BAEUERLICHE_GENOSSENSCHAFT_GROSS_DUEBEN_E_G.html|bauerngen@hotmail.com
98663|||Bäuerliche Produktion & Absatz AG|Hellingen|572868|1910|036871 5710||Harthweg 10|||Landwirtschaftsbetrieb|Bäuerliche Produktion u. Absatz AG|http://www.firmenwissen.de/az/firmeneintrag/98663/3210004077/BAEUERLICHE_PRODUKTIONS_UND_ABSATZ_AKTIENGESELLSCHAFT.html|bpag-hellingen@web.de
16259|||Bäuerliche Produktionsgemein schaft Beiersdorf/Freudenberg|Beiersdorf-Freudenberg|335532|1118|033451 6164||Dorfstraße 78|||Geschäftsstelle|Bäuerliche Produktionsgemeinschaft Beiersdorf/Freudenberg GmbH & Co.KG Verwaltung|https://duckduckgo.com/?q=B%C3%A4uerliche+Produktionsgemein+schaft+Beiersdorf%2FFreudenberg+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
