39264|||AG Steckby-Kermen mbH|Zerbst/Anhalt Stadt|250718|836|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=AG+Steckby-Kermen+mbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
18528|||Gutsverwaltung Dubkevitz GbR|Parchtitz|250169|834|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18528/3190095960/LUEDER_ANTON_VON_WERSEBE_JOHANN_VON_WERSEBE_UND_MAURITZ_VON_WERSEBE.html|Mauritz.Wersebe@Ruegenkaten.de
4668|||Sornziger Vielfrucht GmbH|Grimma Stadt|250156|834|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04668/3150016492/SORNZIGER_VIELFRUCHT_GMBH.html|vielfrucht@obstland.de
39345|||AHP Landw.s-GmbH Vahldorf|Niedere Börde|249608|832|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=AHP+Landw.s-GmbH+Vahldorf+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39365|||Agrargen. Wefensleben e.G.|Wefensleben|249571|832|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrargen.+Wefensleben+e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
23777|||ACT Land-/Forstwirtschaft GmbH|Heringsdorf|249304|831|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/20099/2150216732/ACT_LAND_UND_FORSTWIRTSCHAFT_GMBH.html|None
4703|||Gut Börtewitz GbR vertr. d. Herrn Andreas Reese|Leisnig Stadt|249044|830|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Gut+B%C3%B6rtewitz+GbR+vertr.+d.+Herrn+Andreas+Reese+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
18195|||Grammow GbR|Thelkow|248719|829|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18195/3190417442/S_D_KRAFT_FUERST_ZU_HOHENLOHNE_OEHRINGEN_S_D_KRAFT_PRINZ_ZU_HOHENLOHE_OEHRINGEN_UND_KATHARINA_FUERSTIN_ZU_HOHENLOHE_OEHRINGEN.html|None
17291|||GbR Marscheider / Gest|Nordwestuckermark|248286|828|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/1/7/2/9/1_9.html|None
19300|||AgriKultur Werle GmbH|Prislich|248159|827|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/19300/3330022927/AGRIKULTUR_WERLE_GMBH.html|thomas.eben@agrikultur.land
6618|||GbR Hinniger/Jahr/Walter|Molauer Land|248006|827|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06618/3130019439/ROLAND_JAHR_CONRAD_KUHN_WOLFRAM_HINNIGER.html|None
39448|||Pächtergemeinschaft -Börde- Westeregeln GbR|Börde-Hakel|247947|826|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=P%C3%A4chtergemeinschaft+-B%C3%B6rde-+Westeregeln+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
7937|||Daum-Daum und Lautenschläger GbR|Zeulenroda-Triebes Stadt|247556|825|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/30916/2190481363/KLAUS_EMIL_DAUM_SABINE_LENZ_GBR_DAUM_S_GARTENTECHNIK.html|info@teichbau-informationen.de
9526|||Agrarhof Saidenberg GmbH|Pfaffroda|247536|825|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09548/3030039688/AGRARHOF_SAIDENBERG_GMBH.html|None
18320|||ADAP Rinderzucht GmbH|Ahrenshagen-Daskow|247457|825|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18320/3190154456/ADAP_RINDERZUCHT_GMBH.html|technik@adap.de
6458|||Schulze Niehoff GbR|Selke-Aue|247144|824|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/48346/3130052812/NORBERT_SCHULZE_NIEHOFF_WILHELMA_SCHULZE_NIEHOFF_GBR_LANDWIRTSCHAFTSBETRIEB.html|None
